,Orta J.,,1973,Topps,194,RC,Chicago White Sox,1.25,0.5,,TRUE,BS,,NRMT,,C,,,
,Page,Alan,1973,Topps,30,,Minnesota Vikings,7,8,,TRUE,FB,ND,PSA 8,,C,,,
,Page,Alan,1973,Topps,30,,Minnesota Vikings,3,1.5,,TRUE,FB,ND,PSA 7,,C,,,
,Pastorini,Dan,1973,Topps,225,,Houston Oilers,0.5,0.35,,TRUE,FB,,EXMT,,C,,,
,Patulski,,1973,Topps,293,RC,Buffalo Bills,7,5.5,,TRUE,FB,ND,PSA 8,,C,,,
,Patulski,,1973,Topps,293,RC,Buffalo Bills,4,0.25,,TRUE,FB,ND,PSA 7,,C,,,
,Perez Tony,,1973,Topps,275,,Cincinnati Reds,4,1.5,,TRUE,BS,CR,EXMT,,C,,,
,Perez Tony,,1973,Topps,205,WS 3,Cincinnati Reds,1,0.5,,TRUE,BS,CR,EX,,C,,,
,Plummer,,1973,Topps,177,RC,Cincinnati Reds,1.25,0.5,,TRUE,BS,CR,NRMT,,C,,,
,Plunkett,Jim,1973,Topps,355,,New England Patriots,4,4,,TRUE,FB,HT,PSA 8,,C,,,
,Pottios,Myron,1973,Topps,71,,Washington Redskins,7,4,,TRUE,FB,ND,PSA 8,WR,C,,,
,Prudhomme R.,,1973,Topps,101,,Buffalo Bills,7,3.3,,TRUE,FB,,PSA 8,,C,,,
,Richard Henri,,1973,Topps,87,,Montreal Canadiens,3,1,,TRUE,HO,,PSA 7,,C,,,
,Riggins,John,1973,Topps,245,,New York Jets,25,4.5,,TRUE,FB,WR,PSA 8,,C,,,
,Robinson Larry,,1973,O-Pee-Chee,237,RC,Montreal Canadiens,22,16.5,,TRUE,HO,,PSA 6,,C,,,
,Rose,Pete,1973,Topps,130,,Cincinnati Reds,35,8,,TRUE,BS,CR,PSA 7,,C,,,
,Rose,Pete,1973,Topps,130,,Cincinnati Reds,50,8,,TRUE,BS,CR,PSA 8,,C,,,
,Ruth,Babe,1973,Topps,1,All Time HR w/Aaron/Mays,New York Yankees,40,5,,TRUE,BS,NYY,VG,BRS,C,,,
,Sanderson,,1973,Topps,182,,Boston Bruins,3,2.9,,TRUE,HO,BBR,PSA 7 MC,,C,,,
,Schoenfeld J.,,1973,Topps,5,PML,Buffalo Sabres,3,1.55,,TRUE,HO,,NRMT,,C,,,
,Schultz,,1973,Topps,149,RC,Philadelphia Flyers,12,10.5,,TRUE,HO,,PSA 8 OC,,C,,,
,Schultz,,1973,Topps,5,PML,Philadelphia Flyers,3,1.55,,TRUE,HO,,NRMT,,C,,,
,Scott C.,,1973,Topps,221,RC,New England Patriots,25,10,,TRUE,FB,,PSA 9,,C,,,
,Scott Clarence,,1973,Topps,103,RC,New England Patriots,4,0.4,,TRUE,FB,KSU,PSA 7,,C,,,
,Shumate,,1973,Sports Illustrated,0,Feb. 5 1973 w/Walton,Notre Dame Fightin' Irish,7.5,3.75,,TRUE,BK,ND,EXMT,,M,,,
,Siani,,1973,Topps,101,,Oakland Raiders,7,3.3,,TRUE,FB,,PSA 8,,C,,,
,Silas Paul,,1973,Topps,112,,Boston Celtics,2,1,,TRUE,BK,BC,EXMT,,C,,,
,Simpson O.J.,,1973,Topps,500,,Buffalo Bills,12,7.5,,TRUE,FB,HT,PSA 7,,C,,,
,Sittler Daryl,,1973,Topps,132,,Toronto Maple Leafs,10,4,,TRUE,HO,,PSA 8 OC,,C,,,
,Smith,Bubba,1973,Topps,155,,Baltimore Colts,30,10,,TRUE,FB,,PSA 9,,C,,,
,Smith Billy,,1973,Topps,162,RC,New York Islanders,25,14.5,,TRUE,HO,FLP,PSA 7 OC,,C,,,
,Snow,Jack,1973,Topps,416,,Los Angeles Rams,7,10.5,,TRUE,FB,ND,PSA 8,,C,,,
,Snow,Jack,1973,Topps,416,,Los Angeles Rams,0.6,0.25,,TRUE,FB,ND,NRMT,,C,,,
,Spurrier,,1973,Topps,481,,San Fransisco 49ers,25,10.55,,TRUE,FB,HT,PSA 8,,C,,,
,Stabler,Ken,1973,Topps,487,RC,Oakland Raiders,75,35,,TRUE,FB,,SGC 88 8,,C,,,
,Staubach,Roger,1973,Topps,475,,Dallas Cowboys,30,15.5,,TRUE,FB,HT,PSA 7,,C,,,
,Staubach,Roger,1973,Topps,133,PO,Dallas Cowboys,5,1,,TRUE,FB,HT,EXMT,,C,,,
,Sullivan P.,,1973,Topps,251,RC,Atlanta Falcons,1.5,0.6,,TRUE,FB,HT,NRMT,,C,,,
,Taylor,Charley,1973,Topps,236,,Washington Redskins,25,10,,TRUE,FB,WR,PSA 9,,C,,,
,Taylor Ollie,,1973,Topps,262,RC,San Diego Conquistadors,3,1.2,,TRUE,BK,,NRMT,,C,,,
,Thurmond,,1973,Topps,157,RL,Golden State Warriors,25,4,,TRUE,BK,,PSA 8,,C,,,
,Unitas,,1973,Topps,455,,San Diego Chargers,15,3.35,,TRUE,FB,,PSA 7,,C,,,
,White Jo Jo,,1973,Topps,168,,Boston Celtics,9,5,,TRUE,BK,BC,PSA 8,,C,,,
,White Jo Jo,,1973,Topps,168,,Boston Celtics,2.5,1.25,,TRUE,BK,BC,NRMT,,C,,,
,Yastrzemski,Carl,1973,Topps,245,,Boston Red Sox,8,4,,TRUE,BS,ND,EXMT,BRS,C,,,
,Yeager,,1973,Topps,59,RC,Los Angeles Dodgers,1.25,0.5,,TRUE,BS,,NRMT,,C,,,
,Youngblood,,1973,Topps,343,RC,Los Angeles Rams,15,5.85,,TRUE,FB,,NRMT,,C,,,
,Aaron,Hank,1974,Topps,1,,Atlanta Braves,40,8,,TRUE,BS,,EX,,C,,,
,Aaron,Hank,1974,Topps,332,AS w/ Allen,Atlanta Braves,8,1.5,,TRUE,BS,,EXMT,,C,,,
,Anderson J.,,1974,Topps,118,CO,Washington Capitals,1,0.35,,TRUE,HO,WC,NRMT,,C,,,
,Anderson Ron,,1974,O-Pee-Chee,314,,Washington Capitals,2,1,,TRUE,HO,WC,EXMT,,C,,,
,Atkinson S.,,1974,O-Pee-Chee,192,,Washington Capitals,2,1,,TRUE,HO,WC,NRMT,,C,,,
,Atkinson S.,,1974,Topps,192,,Washington Capitals,1,0.35,,TRUE,HO,WC,NRMT,,C,,,
,Belhumeur,,1974,O-Pee-Chee,153,,Washington Capitals,2,1,,TRUE,HO,WC,NRMT,,C,,,
,Belhumeur,,1974,Topps,153,,Washington Capitals,1,0.35,,TRUE,HO,WC,NRMT,,C,,,
,Bench,Johnny,1974,Topps,10,,Cincinnati Reds,12,7,,TRUE,BS,CR,VG,,C,,,
,Bench,Johnny,1974,Topps,331,AS,Cincinnati Reds,5,2,,TRUE,BS,CR,EX,,C,,,
,Blanda,George,1974,Topps,245,,Oakland Raiders,8,1.5,,TRUE,FB,,EXMT,,C,,,
Team,Boston Celtics,,1974,Topps,164,PO,Boston Celtics,1.5,0.75,,TRUE,BK,BC,NRMT,,C,,,
Team,Boston Celtics,,1974,Topps,161,PO,Boston Celtics,1,0.5,,TRUE,BK,BC,NRMT,,C,,,
Team,Boston Celtics,,1974,Topps,163,PO,Boston Celtics,1,0.5,,TRUE,BK,BC,NRMT,,C,,,
,Brock,Lou,1974,Topps,60,,St. Louis Cardinals,35,3.75,,TRUE,BS,,PSA 9,,C,,,
,Brown Andy,,1974,O-Pee-Chee WHA,58,,Indianapolis Racers,8,5,,TRUE,HO,,PSA 8,,C,,,
,Bucyk,Johnny,1974,Topps,239,,Boston Bruins,7,5,,TRUE,HO,BBR,PSA 8,,C,,,
,Bucyk,Johnny,1974,Topps,28,TL,Boston Bruins,7,3.5,,TRUE,HO,BBR,NRMT,,C,,,
,Bucyk,Johnny,1974,O-Pee-Chee,28,TL,Boston Bruins,10,1.5,,TRUE,HO,BBR,EX,,C,,,
,Bucyk,Johnny,1974,Topps,239,,Boston Bruins,1.5,1.1,,TRUE,HO,BBR,NRMT,,C,,,
,Bucyk,Johnny,1974,Topps,245,Byng,Boston Bruins,1,0.75,,TRUE,HO,BBR,NRMT,,C,,,
,Buoniconti,Nick,1974,Topps,505,,Miami Dolphins,16,13.5,,TRUE,FB,ND,PSA 9,,C,,,
,Buoniconti,Nick,1974,Topps,505,,Miami Dolphins,1.5,0.5,,TRUE,FB,ND,NRMT,,C,,,
TEAM,Capitals Emblem,,1974,O-Pee-Chee,256,,Washington Capitals,2,3,,TRUE,HO,WC,NRMT,,C,,,
TEAM,Capitals Emblem,,1974,Topps,256,,Washington Capitals,1,0.35,,TRUE,HO,WC,NRMT,,C,,,
,Carew,Rod,1974,Topps,201,BL,Minnesota Twins,5,3,,TRUE,BS,,VG-EX,,C,,,
,Carew,Rod,1974,Topps,333,AS,Minnesota Twins,3,1,,TRUE,BS,,EXMT,,C,,,
,Carr Austin,,1974,Topps,85,TL,Cleveland Cavaliers,3,2.7,,TRUE,BK,ND,NMMT,,C,,,
,Carr Austin,,1974,Topps,60,,Cleveland Cavaliers,1,1.5,,TRUE,BK,ND,PSA 8,,C,,,
,Carr Austin,,1974,Topps,85,TL,Cleveland Cavaliers,1.5,0.75,,TRUE,BK,ND,PSA 5,,C,,,
,Carr Austin,,1974,Topps,60,,Cleveland Cavaliers,1,0.5,,TRUE,BK,ND,EXMT,,C,,,
,Chamberlain,Wilt,1974,Topps,250,CO,San Diego Conquistadors,45,26.85,,TRUE,BK,,PSA 8,,C,,,
,Chamberlain,Wilt,1974,Topps,250,CO,San Diego Conquistadors,15,20,,TRUE,BK,,PSA 6,,C,,,
,Chaney,,1974,Topps,133,,Boston Celtics,1,0.25,,TRUE,BK,BC,EXMT,,C,,,
Checklist,Checklist,,1974,O-Pee-Chee WHA,53,,World Hockey Association,25,2.45,,TRUE,HO,,PSA 8 OC,,C,WHL,,
,Cheevers,,1974,O-Pee-Chee WHA,30,,Cleveland Crusaders,18,2.75,,TRUE,HO,BBR,PSA 8 OC,,C,,,
,Clement Bill,,1974,O-Pee-Chee,357,RC,Philadelphia Flyers,15,2.25,,TRUE,HO,,PSA 7 MC,,C,,,
,Clements,,1974,Sports Illustrated,0,FC Sept. 30 1974,Notre Dame Fightin' Irish,5,2.5,,TRUE,FB,ND,EXMT,,M,,,
,Climie Ron,,1974,O-Pee-Chee WHA,15,,Edmonton Oilers,8,5,,TRUE,HO,,PSA 8,,C,,,
,Cloutier R.,,1974,O-Pee-Chee WHA,63,RC,Quebec Nordiques,8,3.35,,TRUE,HO,,PSA 8,,C,,,
,Concepcion,,1974,Topps,435,,Cincinnati Reds,3,1.25,,TRUE,BS,CR,EX,,C,,,
,Cowens,Dave,1974,Topps,155,,Boston Celtics,10,4.25,,TRUE,BK,BC,PSA 7,,C,,,
,Cowens,Dave,1974,Topps,148,RL,Boston Celtics,2,2,,TRUE,BK,BC,PSA 5,,C,,,
,Cowens,Dave,1974,Topps,82,TL,Boston Celtics,5,2,,TRUE,BK,BC,NRMT,,C,,,
,Cowich,,1974,O-Pee-Chee,386,,Washington Capitals,2,1.5,,TRUE,HO,WC,EXMT,,C,,,
,Curtis Issac,,1974,Topps,315,RC,Cincinnati Bengals,4,0.6,,TRUE,FB,,PSA 7,,C,,,
,Davidson John,,1974,O-Pee-Chee,11,RC,St. Louis Blues,15,6.25,,TRUE,HO,,PSA 8 OC,,C,,,
,Davidson John,,1974,Topps,11,RC,St. Louis Blues,8,1.5,,TRUE,HO,,PSA 8 OC,,C,,,
,Davis A.,,1974,Sports Illustrated,0,Dec. 9 1974 w/Notre Dame,Southern California Trojans,7,3,,TRUE,FB,,EX,,M,,,
,DeLamielleure,,1974,Topps,183,RC,Buffalo Bills,0.75,0.3,,TRUE,FB,,NRMT,,C,,,
,Dent B.,,1974,Topps,582,RC,Chicago White Sox,4,1.6,,TRUE,BS,NYY,EXMT,,C,,,
,Dickey,,1974,Topps,252,RC,Houston Oilers,6,0.4,,TRUE,FB,KSU,PSA 8,,C,,,
,Doby,Larry,1974,Topps,531,CO,Montreal Expos,1,0.6,,TRUE,BS,,NRMT,,C,,,
,Driessen,,1974,Topps,341,RC,Cincinnati Reds,1.5,0.75,,TRUE,BS,CR,NRMT,,C,,,
,Dryden Dave,,1974,O-Pee-Chee WHA,22,,Chicago Cougars,8,5,,TRUE,HO,,PSA 8,,C,,,
,Dupere D.,,1974,O-Pee-Chee,105,,Washington Capitals,2,1,,TRUE,HO,WC,NRMT,,C,,,
,Duprere D.,,1974,Topps,105,,Washington Capitals,1,0.35,,TRUE,HO,WC,NRMT,,C,,,
,Duranko,,1974,Topps,353,,Denver Broncos,6,3,,TRUE,FB,ND,PSA 8,,C,,,
,Duranko,,1974,Topps,353,,Denver Broncos,0.4,0.2,,TRUE,FB,ND,NRMT,,C,,,
,Egers J.,,1974,O-Pee-Chee,93,,Washington Capitals,2,2.3,,TRUE,HO,WC,NRMT,,C,,,
,Egers J.,,1974,Topps,93,,Washington Capitals,1,0.35,,TRUE,HO,WC,NRMT,,C,,,
,Erving,Julius,1974,Topps,200,AS,New York Nets,15,6.75,,TRUE,BK,,PSA 6,,C,,,
,Erving,Julius,1974,Topps,207,SAL,New York Nets,28,5,,TRUE,BK,,PSA 9,,C,,,
,Esposito,Phil,1974,Topps,28,TL,Boston Bruins,7,3.5,,TRUE,HO,BBR,NRMT,,C,,,
,Esposito,Phil,1974,Topps,200,,Boston Bruins,4,3,,TRUE,HO,BBR,NRMT,,C,,,
,Esposito,Phil,1974,Topps,1,GL,Boston Bruins,3,1.5,,TRUE,HO,BBR,NRMT,,C,,,
,Esposito,Phil,1974,Topps,3,SL,Boston Bruins,4,1.5,,TRUE,HO,BBR,NRMT,,C,,,
,Esposito,Phil,1974,O-Pee-Chee,28,TL,Boston Bruins,10,1.5,,TRUE,HO,BBR,EX,,C,,,
,Esposito,Phil,1974,Topps,244,Hart,Boston Bruins,2.5,1.25,,TRUE,HO,BBR,NRMT,,C,,,
,Esposito,Phil,1974,Topps,129,AS,Boston Bruins,2.5,0.5,,TRUE,HO,BBR,EX,,C,,,
,Esposito,Phil,1974,Topps,246,Ross,Boston Bruins,2.5,0.5,,TRUE,HO,BBR,EX,,C,,,
,Esposito,Phil,1974,Topps,214,PO w/Esposito T.,Boston Bruins,0.75,0.1,,TRUE,HO,BBR,EXMT,,C,,,
,Foster,George,1974,Topps,646,,Cincinnati Reds,1.5,0.75,,TRUE,BS,CR,VG-EX,,C,,,
,Gaudette Andre,,1974,O-Pee-Chee WHA,46,,Quebec Nordiques,8,5,,TRUE,HO,,PSA 8,,C,,,
,Geronimo,,1974,Topps,181,,Cincinnati Reds,10,9.5,,TRUE,BS,CR,PSA 9,,C,,,
,Griffey Sr.,Ken,1974,Topps,598,RC,Cincinnati Reds,12,5,,TRUE,BS,CR,EX,,C,,,
,Griffey Sr.,Ken,1974,Topps,598,RC,Cincinnati Reds,65,5,,TRUE,BS,CR,RGA 10,,C,,,
,Guindon Robert,,1974,O-Pee-Chee WHA,26,,Quebec Nordiques,8,5.5,,TRUE,HO,,PSA 8,,C,,,
,Guy,Ray,1974,Topps,219,RC,Oakland Raiders,14,7.5,,TRUE,FB,,PSA 7,,C,,,
,Hanratty,Terry,1974,Topps,382,,Pittsburgh Steelers,6,3,,TRUE,FB,ND,PSA 8,,C,,,
,Hanratty,Terry,1974,Topps,382,,Pittsburgh Steelers,0.5,0.25,,TRUE,FB,ND,NRMT,,C,,,
,Havlicek,John,1974,Topps,100,AS,Boston Celtics,25,9.5,,TRUE,BK,BC,PSA 8,,C,,,
,Havlicek,John,1974,Topps,100,AS,Boston Celtics,12,3.75,,TRUE,BK,BC,PSA 7,,C,,,
,Havlicek,John,1974,Topps,82,TL,Boston Celtics,5,2,,TRUE,BK,BC,EXMT,,C,,,
,Hedberg Andres,,1974,O-Pee-Chee WHA,17,RC,Winnipeg Jets,16,2.75,,TRUE,HO,,PSA 8,,C,,,
,Howe,Gordie,1974,O-Pee-Chee WHA,1,Gordie/Mark/Marty,Houston Aeros,35,21.5,,TRUE,HO,,PSA 7,,C,,,
,Hull,Bobby,1974,O-Pee-Chee WHA,50,,Winnipeg Jets,25,12.4,,TRUE,HO,,PSA 7,,C,,,
,Hull,Bobby,1974,O-Pee-Chee WHA,50,,Winnipeg Jets,40,10,,TRUE,HO,,EX,,C,,,
,Issel,,1974,Topps,207,SAL,Kentucky Colonels,28,5,,TRUE,BK,,PSA 9,,C,,,
,Issel,,1974,Topps,190,,Kentucky Colonels,10,3.5,,TRUE,BK,,PSA 7,,C,,,
,Joly,,1974,O-Pee-Chee,294,,Washington Capitals,2,1,,TRUE,HO,WC,EXMT,,C,,,
,Jones Randy,,1974,Topps,173,RC,San Diego Padres,1,0.4,,TRUE,BS,,NRMT,,C,,,
,Kaat,,1974,Topps,440,,Chicago White Sox,1.5,0.5,,TRUE,BS,,EXMT,,C,,,
,Keogan Maurry,,1974,O-Pee-Chee WHA,44,,Phoenix Roadrunners,8,5,,TRUE,HO,,PSA 8,,C,,,
,Killebrew,Harmon,1974,Topps,400,,Minnesota Twins,5,3.75,,TRUE,BS,,NRMT,,C,,,
,Kryskow,,1974,O-Pee-Chee,62,,Washington Capitals,2,1,,TRUE,HO,WC,EXMT,,C,,,
,Kryskow,,1974,Topps,62,,Washington Capitals,1,0.35,,TRUE,HO,WC,NRMT,,C,,,
,Kuechenberg,Bob,1974,Topps,225,,Miami Dolphins,16,13.5,,TRUE,FB,ND,PSA 9,,C,,,
,Kuechenberg,Bob,1974,Topps,225,,Miami Dolphins,0.6,0.25,,TRUE,FB,ND,NRMT,,C,,,
,Kunz George,,1974,Topps,122,AP,Atlanta Falcons,16,5,,TRUE,FB,ND,PSA 9,,C,,,
,Kunz George,,1974,Topps,122,AP,Atlanta Falcons,6,4,,TRUE,FB,ND,PSA 8,,C,,,
,Kunz George,,1974,Topps,122,AP,Atlanta Falcons,0.5,0.25,,TRUE,FB,ND,NRMT,,C,,,
,Laframboise,,1974,O-Pee-Chee,166,,Washington Capitals,2,1,,TRUE,HO,WC,EXMT,,C,,,
,Laframboise,,1974,Topps,166,,Washington Capitals,1,0.35,,TRUE,HO,WC,NRMT,,C,,,
,LeBlanc J. P.,,1974,O-Pee-Chee WHA,36,,Michigan Stags,8,5,,TRUE,HO,,PSA 8,,C,,,
,LeBlanc J. P.,,1974,O-Pee-Chee WHA,36,,Michigan Stags,8,0.9,,TRUE,HO,,PSA 8 OC,,C,,,
,Low R.,,1974,O-Pee-Chee,39,,Washington Capitals,2,1.5,,TRUE,HO,WC,NRMT,,C,,,
,Low R.,,1974,Topps,39,,Washington Capitals,1,0.35,,TRUE,HO,WC,NRMT,,C,,,
,Lundrigan,,1974,O-Pee-Chee,277,,Washington Capitals,2,4,,TRUE,HO,WC,NRMT,,C,,,
,Lynch Jim,,1974,Topps,167,,Kansas City Chiefs,16,10,,TRUE,FB,ND,PSA 9,,C,,,
,Lynch Jim,,1974,Topps,167,,Kansas City Chiefs,0.4,0.2,,TRUE,FB,ND,NRMT,,C,,,
,Maravich,,1974,Topps,10,,New Orleans Jazz,32,9.5,,TRUE,BK,,PSA 8,,C,,,
,Mays,Willie,1974,Topps,473,WS2,New York Mets,8,5,,TRUE,BS,,PSA 8,,C,,,
,McAdoo,,1974,Topps,148,RL,Buffalo Braves,2,2,,TRUE,BK,,PSA 5,,C,,,
,McCovey,Willie,1974,Topps,250,,San Diego Padres,6,4.5,,TRUE,BS,,NRMT,,C,,,
,McCoy Mike,,1974,Topps,425,,Green Bay Packers,6,5,,TRUE,FB,ND,PSA 8,,C,,,
,McCoy Mike,,1974,Topps,425,,Green Bay Packers,16,5,,TRUE,FB,ND,PSA 9,,C,,,
,McCoy Mike,,1974,Topps,425,,Green Bay Packers,0.4,0.2,,TRUE,FB,ND,NRMT,,C,,,
,McDonald Lanny,,1974,Topps,168,RC,Toronto Maple Leafs,14,4.25,,TRUE,HO,,PSA 7,,C,,,
,McGinnis,,1974,Topps,207,SAL,Indiana Pacers,28,5,,TRUE,BK,,PSA 9,,C,,,
,McGinnis,,1974,Topps,220,AS,Indiana Pacers,8,1.3,,TRUE,BK,,PSA 8,,C,,,
,Mike-Mayer N.,,1974,Topps,186,RC,Atlanta Falcons,0.25,0.1,,TRUE,FB,,NRMT,,C,,,
,Mikkelson,,1974,O-Pee-Chee,23,,Washington Capitals,2,1,,TRUE,HO,WC,NRMT,,C,,,
,Mikkelson,,1974,Topps,23,,Washington Capitals,1,0.35,,TRUE,HO,WC,NRMT,,C,,,
,Mohns D.,,1974,O-Pee-Chee,181,,Washington Capitals,2,2.5,,TRUE,HO,WC,NRMT,,C,,,
,Mohns D.,,1974,Topps,181,,Washington Capitals,1,0.35,,TRUE,HO,WC,NRMT,,C,,,
,Morgan,Joe,1974,Topps,85,,Cincinnati Reds,5,2,,TRUE,BS,CR,EXMT,,C,,,
,Morgan,Joe,1974,Topps,333,AS,Cincinnati Reds,3,1,,TRUE,BS,CR,EXMT,,C,,,
,Morrison L.,,1974,O-Pee-Chee,125,,Washington Capitals,2,2.5,,TRUE,HO,WC,NRMT,,C,,,
,Morrison L.,,1974,Topps,125,,Washington Capitals,1,0.35,,TRUE,HO,WC,NRMT,,C,,,
,Nedomansky V.,,1974,O-Pee-Chee WHA,49,RC,Toronto Toros,4,1,,TRUE,HO,,PSA 7,,C,,,
,Nelson Don,,1974,Topps,46,,Boston Celtics,0.5,0.25,,TRUE,BK,BC,EXMT,,C,,,
,Nilsson Ulf,,1974,O-Pee-Chee WHA,4,RC,Winnipeg Jets,16,2.9,,TRUE,HO,,PSA 8,,C,,,
,Odoms R.,,1974,Topps,89,RC,Denver Broncos,0.4,0.15,,TRUE,FB,,EXMT,,C,,,
,Orr,,1974,Topps,130,AS,Boston Bruins,12,9,,TRUE,HO,BBR,NRMT,,C,,,
,Orr,,1974,Topps,28,TL,Boston Bruins,8,3.5,,TRUE,HO,BBR,NRMT,,C,,,
,Orr,,1974,Topps,2,AL,Boston Bruins,5,2,,TRUE,HO,BBR,NRMT,,C,,,
,Orr,,1974,O-Pee-Chee,28,TL,Boston Bruins,10,1.5,,TRUE,HO,BBR,EX,,C,,,
,Otto,Jim,1974,Wonder Bread,16,,Oakland Raiders,2.5,0.5,,TRUE,FB,,PSA 8,,C,,,
,Otto,Jim,1974,ENOR Pro Football Hall of Fame,111,,Oakland Raiders,1,0.5,,TRUE,FB,,NMMT,,C,,,
,Owens B.,,1974,Topps,175,RC,New York Jets,0.4,0.15,,TRUE,FB,,NRMT,,C,,,
,Page,Alan,1974,Topps,134,AP,Minnesota Vikings,4,3,,TRUE,FB,ND,PSA 7,,C,,,
,Page,Alan,1974,Topps,134,AP,Minnesota Vikings,2.5,1.25,,TRUE,FB,ND,EX,,C,,,
,Pastorini,Dan,1974,Topps,475,,Houston Oilers,0.4,0.3,,TRUE,FB,,NRMT,,C,,,
,Patulski,,1974,Topps,79,,Buffalo Bills,10,12,,TRUE,FB,ND,PSA 9,,C,,,
,Patulski,,1974,Topps,79,,Buffalo Bills,6,5,,TRUE,FB,ND,PSA 8,,C,,,
,Patulski,,1974,Topps,79,,Buffalo Bills,0.4,0.2,,TRUE,FB,ND,EXMT,,C,,,
,Perez Tony,,1974,Topps,230,,Cincinnati Reds,3,1,,TRUE,BS,CR,EXMT,,C,,,
,Plante Jacque,,1974,O-Pee-Chee WHA,64,,Edmonton Oilers,45,11.5,,TRUE,HO,,PSA 8,,C,,,
,Plunkett,Jim,1974,Topps,435,,New England Patriots,2.5,1.85,,TRUE,FB,HT,NRMT,,C,,,
,Pottios,Myron,1974,Topps,484,,Washington Redskins,16,10,,TRUE,FB,ND,PSA 9,WR,C,,,
,Pottios,Myron,1974,Topps,484,,Washington Redskins,6,4.25,,TRUE,FB,ND,PSA 8,WR,C,,,
,Potvin Denis,,1974,Topps,195,RC,New York Islanders,25,10.5,,TRUE,HO,,PSA 8,,C,,,
,Robertson,Oscar,1974,Topps,55,,Milwaukee Bucks,12,18.35,,TRUE,BK,,PSA 8,,C,,,
,Rose,Pete,1974,Topps,300,,Cincinnati Reds,15,7,,TRUE,BS,CR,EX,,C,,,
,Rose,Pete,1974,Topps,201,BL,Cincinnati Reds,5,3,,TRUE,BS,CR,VG-EX,,C,,,
,Rose,Pete,1974,Topps,336,AS,Cincinnati Reds,3,1.5,,TRUE,BS,CR,EXMT,,C,,,
,Salming Borje,,1974,Topps,180,RC,Toronto Maple Leafs,14,3.25,,TRUE,HO,,PSA 9,,C,,,
,Scibelli,,1974,Topps,257,RC,Los Angeles Rams,6,3,,TRUE,FB,ND,PSA 8,,C,,,
,Scibelli,,1974,Topps,257,RC,Los Angeles Rams,0.4,0.2,,TRUE,FB,ND,NRMT,,C,,,
,Scott Clarence,,1974,Topps,64,,Cleveland Browns,16,6.55,,TRUE,FB,KSU,PSA 9,,C,,,
,Shutt Steve,,1974,O-Pee-Chee,316,RC,Montreal Canadiens,20,7,,TRUE,HO,,PSA 6,,C,,,
,Silas Paul,,1974,Topps,9,,Boston Celtics,2,0.5,,TRUE,BK,BC,NRMT,,C,,,
,Sistrunk O.,,1974,Topps,194,RC,Oakland Raiders,2,0.8,,TRUE,FB,,NRMT,,C,,,
,Sjoberg Lars-Erik,,1974,O-Pee-Chee WHA,66,RC,Winnipeg Jets,18,6,,TRUE,HO,,PSA 8,,C,,,
,Sjoberg Lars-Erik,,1974,O-Pee-Chee WHA,66,RC,Winnipeg Jets,5,1,,TRUE,HO,,PSA 6,,C,,,
,Snow,Jack,1974,Topps,83,,Los Angeles Rams,6,4,,TRUE,FB,ND,PSA 8,,C,,,
,Snow,Jack,1974,Topps,83,,Los Angeles Rams,0.4,0.2,,TRUE,FB,ND,EXMT,,C,,,
,St. Sauveur,,1974,O-Pee-Chee WHA,62,RC,Vancouver Blazers,8,2.9,,TRUE,HO,,PSA 8,,C,,,
,Staub,,1974,Topps,626,,New York Mets,0.75,0.25,,TRUE,BS,,EXMT,,C,,,
,Staubach,Roger,1974,Topps,500,,Dallas Cowboys,25,10,,TRUE,FB,HT,EXMT,,C,,,
,Staubach,Roger,1974,Topps,461,PO,Dallas Cowboys,4,0.75,,TRUE,FB,HT,EX,,C,,,
,Stingley,,1974,Topps,221,RC,New England Patriots,3,0.8,,TRUE,FB,,PSA 7,,C,,,
,Tanana,,1974,Topps,605,RC,California Angels,4,1.6,,TRUE,BS,,NRMT,,C,,,
,Tardif M.,,1974,O-Pee-Chee WHA,43,,Michigan Stags,4,0.9,,TRUE,HO,,PSA 7,,C,,,
,Tremblay J.C.,,1974,O-Pee-Chee WHA,16,,Quebec Nordiques,8,6.5,,TRUE,HO,,PSA 8,,C,,,
,Unitas,,1974,Topps,150,,San Diego Chargers,15,5,,TRUE,FB,,PSA 6,,C,,,
,Veneruzzo,,1974,O-Pee-Chee WHA,55,,Michigan Stags,8,3,,TRUE,HO,,PSA 8,,C,,,
,Walton,Bill,1974,Topps,39,RC,Portland Trail Blazers,25,24,,TRUE,BK,BC,PSA 7,,C,,,
,West,Jerry,1974,Topps,176,,Los Angeles Lakers,30,20.35,,TRUE,BK,,PSA 8,,C,,,
,West,Jerry,1974,Topps,176,,Los Angeles Lakers,7.5,4,,TRUE,BK,,PSA 5,,C,,,
,Westphal,,1974,Topps,64,,Boston Celtics,4,1,,TRUE,BK,BC,EX,,C,,,
,White Jo Jo,,1974,Topps,82,TL,Boston Celtics,5,2,,TRUE,BK,BC,NRMT,,C,,,
,White Jo Jo,,1974,Topps,27,,Boston Celtics,2,0.5,,TRUE,BK,BC,EXMT,,C,,,
,Yankowski,,1974,Topps,86,,St. Louis Cardinals,0.4,0.3,,TRUE,FB,KSU,NRMT,,C,,,
,Yastrzemski,Carl,1974,Topps,280,,Boston Red Sox,6,4.5,,TRUE,BS,ND,NRMT,BRS,C,,,
